_id	word	level_id	length	order	hint
3645	ТРОТУАР	423	14	4	
3646	ЛАМПАДА	423	14	5	
3647	АРТИСТ	423	12	6	
3648	СПЕЦИЯ	423	12	7	
3649	СОСУД	423	10	8	
3650	ШВЕД	423	8	9	
3651	ФРАК	423	8	10	
3652	ОБОДРЕНИЕ	424	18	1	
3653	КАРТОТЕКА	424	18	2	
3654	АТТЕСТАТ	424	16	3	
3655	ШКОЛЬНИК	424	16	4	
3656	ПЕРЕСКАЗ	424	16	5	
3657	ПОМОЩНИК	424	16	6	
3658	НАСТРОЙ	424	14	7	
3659	КАЛИТКА	424	14	8	
3660	ВИНЧЕСТЕР	425	18	1	
3661	СОЛДАТИК	425	16	2	
3662	ДУБЛИКАТ	425	16	3	
3663	ГРУСТЬ	425	12	4	
3664	ЛОГОВО	425	12	5	
3665	ОБРЕЗ	425	10	6	
3666	ЗАНОС	425	10	7	
3667	БЛЕСК	425	10	8	
3668	КРЮК	425	8	9	
3669	ЖУТЬ	425	8	10	
3670	ВОЛЯ	425	8	11	
3671	ПРОБЛЕМА	426	16	1	
3672	ОХОТНИК	426	14	2	
3673	ДОЛЛАР	426	12	3	
3674	ДЕНЬГИ	426	12	4	
3675	РЕЗИНА	426	12	5	
3676	ЮВЕЛИР	426	12	6	
3677	САЛОН	426	10	7	
3678	ГАРЬ	426	8	8	
3679	УТРО	426	8	9	
3680	СТУЛ	426	8	10	
3681	ТОСТ	426	8	11	
3682	ГРЕК	426	8	12	
3683	РЕЗОЛЮЦИЯ	427	18	1	
3684	ПРИСОСКА	427	16	2	
3685	ЧАСТУШКА	427	16	3	
3686	ИЗБУШКА	427	14	4	
3687	СНАЙПЕР	427	14	5	
3688	ШТАТИВ	427	12	6	
3689	СЛЕПОК	427	12	7	
3690	ЛЯМКА	427	10	8	
3691	БЛОК	427	8	9	
3692	ЛИСА	427	8	10	
3693	ХРАНИТЕЛЬ	428	18	1	
3694	ЗАЖИГАНИЕ	428	18	2	
3695	ДОЛГОТА	428	14	3	
3696	БАЛАГАН	428	14	4	
3697	ОТЪЕЗД	428	12	5	
3698	ВОЙСКО	428	12	6	
3699	МЮЗИКЛ	428	12	7	
3700	ОБДУВ	428	10	8	
3701	КОЙКА	428	10	9	
3702	ЗАЛП	428	8	10	
3703	ИНКОГНИТО	429	18	1	
3704	ВКЛЮЧЕНИЕ	429	18	2	
3705	ФАНТАЗЕР	429	16	3	
3706	ТРЕЗВОН	429	14	4	
3707	ВЕТРЯК	429	12	5	
3708	НАКЛОН	429	12	6	
3709	ШЕЛЕСТ	429	12	7	
3710	УКЛОН	429	10	8	
3711	ВАТА	429	8	9	
3712	ВРАЧ	429	8	10	
3713	ЗАПРАВЩИК	430	18	1	
3714	ИЗЛУЧИНА	430	16	2	
3715	ПРОПИТКА	430	16	3	
3716	ТРЕЙЛЕР	430	14	4	
3717	ФАБРИКА	430	14	5	
3718	АГОНИЯ	430	12	6	
3719	БОБЁР	430	10	7	
3720	СЛЮДА	430	10	8	
3721	ЛАМПА	430	10	9	
3722	ШАРЖ	430	8	10	
3723	УМНОЖЕНИЕ	431	18	1	
3724	ИНВЕНТАРЬ	431	18	2	
3725	ЗДОРОВЬЕ	431	16	3	
3726	КОМПЛЕКС	431	16	4	
3727	ЦЕННИК	431	12	5	
3728	ЗАЩИТА	431	12	6	
3729	ДЕМОН	431	10	7	
3730	УГОЛЬ	431	10	8	
3731	ГРИМ	431	8	9	
3732	ГРАЧ	431	8	10	
3733	НЕСЧАСТЬЕ	432	18	1	
3734	ЗАТРЕЩИНА	432	18	2	
3735	МОЛОДЁЖЬ	432	16	3	
3736	ЗМЕЕЛОВ	432	14	4	
3737	ОПЕКУН	432	12	5	
3738	КОЛДУН	432	12	6	
3739	ВЫВИХ	432	10	7	
3740	БАЛЕТ	432	10	8	
3741	ГЕРОЙ	432	10	9	
3742	РОЛЬ	432	8	10	
3743	ВЕДОМОСТЬ	433	18	1	
3744	МЕРЗАВЕЦ	433	16	2	
3745	СКОРОХОД	433	16	3	
3746	ЛЮБИМЕЦ	433	14	4	
3747	НАСЕЧКА	433	14	5	
3748	СКАЧОК	433	12	6	
3749	ЖИТЬЁ	433	10	7	
3750	ПЕРЕЦ	433	10	8	
3751	ТЕМБР	433	10	9	
3752	СМАК	433	8	10	
3753	ФЕДЕРАЦИЯ	434	18	1	
3754	СИНЬОРИНА	434	18	2	
3755	ОХРАННИК	434	16	3	
3756	ВЗДУТИЕ	434	14	4	
3757	НЕЙРОН	434	12	5	
3758	ДОРОГА	434	12	6	
3759	ТОЛПА	434	10	7	
3760	МУЖИК	434	10	8	
3761	КОНЕЦ	434	10	9	
3762	ЗОНА	434	8	10	
3763	НАЧАЛЬНИК	435	18	1	
3764	ПОБЕРЕЖЬЕ	435	18	2	
3765	ВНУШЕНИЕ	435	16	3	
3766	ГАРАНТИЯ	435	16	4	
3767	ПИПЕТКА	435	14	5	
3768	СВЕТЛЯК	435	14	6	
3769	РАЗЛУКА	435	14	7	
3770	СБРОС	435	10	8	
3771	ДЕПО	435	8	9	
3772	РОССИЯНИН	436	18	1	
3773	КОМПАНЬОН	436	18	2	
3774	МОДЕЛЬЕР	436	16	3	
3775	ДИКТАТОР	436	16	4	
3776	МУНДШТУК	436	16	5	
3777	ЛЕОПАРД	436	14	6	
3778	ФИГУРКА	436	14	7	
3779	ОТЕК	436	8	8	
3780	УКОР	436	8	9	
3781	КУЛЬТУРА	437	16	1	
3782	СРАЖЕНИЕ	437	16	2	
3783	АСПИРАНТ	437	16	3	
3784	НЕПОГОДА	437	16	4	
3785	ЗУБАТКА	437	14	5	
3786	СПИЧКА	437	12	6	
3787	КАРЬЕР	437	12	7	
3788	ПАРОМ	437	10	8	
3789	ПЛЯС	437	8	9	
3790	ДИВА	437	8	10	
3791	ДЕКОРАТОР	438	18	1	
3792	НОВШЕСТВО	438	18	2	
3793	ЦАРАПИНА	438	16	3	
3794	ШТУКАТУР	438	16	4	
3795	ШПАТЕЛЬ	438	14	5	
3796	КСЕРОКС	438	14	6	
3797	БРИГАДА	438	14	7	
3798	ОБВЕС	438	10	8	
3799	ВОЛК	438	8	9	
3800	ЛУКОМОРЬЕ	439	18	1	
3801	ВОДОЛАЗКА	439	18	2	
3802	КАРТОЧКА	439	16	3	
3803	РАПИРА	439	12	4	
3804	ТЕННИС	439	12	5	
3805	БЕДУИН	439	12	6	
3806	ДУРМАН	439	12	7	
3807	ОКЕАН	439	10	8	
3808	ЖЕЛЧЬ	439	10	9	
3809	СОФА	439	8	10	
3810	ПОПАДАНИЕ	440	18	1	
3811	ЗАГОЛОВОК	440	18	2	
3812	СУБСИДИЯ	440	16	3	
3813	ПОЛИТИКА	440	16	4	
3814	ВОЛОНТЕР	440	16	5	
3815	ПОВОДОК	440	14	6	
3816	СЕДЛО	440	10	7	
3817	ЛАПША	440	10	8	
3818	БОЧКА	440	10	9	
3819	ЗЕМЛЯНКА	441	16	1	
3820	ЭТИКЕТКА	441	16	2	
3821	ТОННЕЛЬ	441	14	3	
3822	АСФАЛЬТ	441	14	4	
3823	ГЛАЗОК	441	12	5	
3824	УТРАТА	441	12	6	
3825	ПЛАМЯ	441	10	7	
3826	КАРАТ	441	10	8	
3827	ФОРТ	441	8	9	
3828	КОРЬ	441	8	10	
3829	СКОТ	441	8	11	
3830	ОТГОЛОСОК	442	18	1	
3831	ПОРИЦАНИЕ	442	18	2	
3832	ГИПОТЕЗА	442	16	3	
3833	АВИАТОР	442	14	4	
3834	ГАЛЬКА	442	12	5	
3835	БРЮЗГА	442	12	6	
3836	ФИЛЬМ	442	10	7	
3837	ОТЖИГ	442	10	8	
3838	САПЕР	442	10	9	
3839	САЛО	442	8	10	
3840	ФАРМАЦЕВТ	443	18	1	
3841	ХВАСТУНЬЯ	443	18	2	
3842	ПАРАМЕТР	443	16	3	
3843	ВАРЕНЬЕ	443	14	4	
3844	НАДПИСЬ	443	14	5	
3845	ЗАДИРА	443	12	6	
3846	ФИНАЛ	443	10	7	
3847	ИДИОТ	443	10	8	
3848	ФАЙЛ	443	8	9	
3849	СОТА	443	8	10	
3850	МЕДСЕСТРА	444	18	1	
3851	РЕСТОРАН	444	16	2	
3852	УГЛЕРОД	444	14	3	
3853	ПИНГВИН	444	14	4	
3854	РУЧЕЕК	444	12	5	
3855	ПРОЛОГ	444	12	6	
3856	ДЕГОТЬ	444	12	7	
3857	АПРЕЛЬ	444	12	8	
3858	ДЗЮДО	444	10	9	
3859	ИШАК	444	8	10	
3860	ПРОВОЛОКА	445	18	1	
3861	ЧЕРНОЗЁМ	445	16	2	
3862	САПОЖНИК	445	16	3	
3863	ГВАРДЕЕЦ	445	16	4	
3864	ПАКОСТЬ	445	14	5	
3865	ПАТРУЛЬ	445	14	6	
3866	НАПОР	445	10	7	
3867	ПЕРО	445	8	8	
3868	ДЕЛО	445	8	9	
3869	ЯВКА	445	8	10	
3870	ЛЮБОВНИЦА	446	18	1	
3871	ЗАКРЫТИЕ	446	16	2	
3872	УДОБСТВО	446	16	3	
3873	СКРЕПКА	446	14	4	
3874	ФЛЕЙТА	446	12	5	
3875	УГРОЗА	446	12	6	
3876	ЗАПРОС	446	12	7	
3877	РУИНА	446	10	8	
3878	ВПУСК	446	10	9	
3879	РУНО	446	8	10	
3880	ЕВАНГЕЛИЕ	447	18	1	
3881	ЗАЯВЛЕНИЕ	447	18	2	
3882	ОПИСАНИЕ	447	16	3	
3883	ФЛАМИНГО	447	16	4	
3884	ГРАНАТ	447	12	5	
3885	ГЕЙЗЕР	447	12	6	
3886	ВИСОК	447	10	7	
3887	КАБАК	447	10	8	
3888	РАТЬ	447	8	9	
3889	ЗОНТ	447	8	10	
3890	ШТУРМОВИК	448	18	1	
3891	АНАГРАММА	448	18	2	
3892	КОНДИТЕР	448	16	3	
3893	ТРУБАДУР	448	16	4	
3894	БУФЕР	448	10	5	
3895	ФАСОН	448	10	6	
3896	ВИНО	448	8	7	
3897	ЛОНО	448	8	8	
3898	УГАР	448	8	9	
3899	ЧАРЫ	448	8	10	
3900	ВОИН	448	8	11	
3901	РЕЗУЛЬТАТ	449	18	1	
3902	АКАДЕМИК	449	16	2	
3903	НАБРОСОК	449	16	3	
3904	ПРИЗРАК	449	14	4	
3905	СЮРПРИЗ	449	14	5	
3906	ТЮРБАН	449	12	6	
3907	СТРОКА	449	12	7	
3908	ИЗГИБ	449	10	8	
3909	УРОК	449	8	9	
3910	ГРОБ	449	8	10	
3911	ВЕТРОВКА	450	16	1	
3912	БАЛЕРИНА	450	16	2	
3913	КОМБИНАТ	450	16	3	
3914	БЕНЗОВОЗ	450	16	4	
3915	СВИСТОК	450	14	5	
3916	МИГАЛКА	450	14	6	
3917	ЛОДЖИЯ	450	12	7	
3918	ДАТА	450	8	8	
3919	ХРЯЩ	450	8	9	
3920	ЛОЗА	450	8	10	
3921	БАНДЕРОЛЬ	451	18	1	
3922	ГРУНТОВКА	451	18	2	
3923	ПОТОМСТВО	451	18	3	
3924	МЕЧЕНОСЕЦ	451	18	4	
3925	РАССУДОК	451	16	5	
3926	САЛЮТ	451	10	6	
3927	РТУТЬ	451	10	7	
3928	БЕТОН	451	10	8	
3929	РУБИН	451	10	9	
3930	ДИСПАНСЕР	452	18	1	
3931	ЖИВНОСТЬ	452	16	2	
3932	СТОЛИЦА	452	14	3	
3933	МАНЕРА	452	12	4	
3934	ПРИСЕД	452	12	5	
3935	ПЕКАРЬ	452	12	6	
3936	ДИКТОР	452	12	7	
3937	ПРОТОН	452	12	8	
3938	СИНЯК	452	10	9	
3939	ОКРАС	452	10	10	
3940	ДИАГРАММА	453	18	1	
3941	ПРОСИТЕЛЬ	453	18	2	
3942	КОСТОПРАВ	453	18	3	
3943	СПИРТОВКА	453	18	4	
3944	ЗООЛОГИЯ	453	16	5	
3945	РЕКОРД	453	12	6	
3946	УДОЧКА	453	12	7	
3947	АРИЯ	453	8	8	
3948	ПЕНЬ	453	8	9	
3949	ПЕССИМИСТ	454	18	1	
3950	ТВЕРДОСТЬ	454	18	2	
3951	ПОГИБЕЛЬ	454	16	3	
3952	КЛИМАТ	454	12	4	
3953	ДВЕРЦА	454	12	5	
3954	ГРАЦИЯ	454	12	6	
3955	ЦУНАМИ	454	12	7	
3956	ОКТАН	454	10	8	
3957	ОБЖИМ	454	10	9	
3958	СПАД	454	8	10	
3959	СЦЕНАРИСТ	455	18	1	
3960	РЫЦАРСТВО	455	18	2	
3961	БЕССИЛИЕ	455	16	3	
3962	СМЕЛОСТЬ	455	16	4	
3963	СКЛАДКА	455	14	5	
3964	ТЕСЬМА	455	12	6	
3965	ОБЖОРА	455	12	7	
3966	БЕРЁЗА	455	12	8	
3967	ВОРОТ	455	10	9	
3968	ДРЕБЕДЕНЬ	456	18	1	
3969	ДИАСПОРА	456	16	2	
3970	ГОСПОДИН	456	16	3	
3971	РАСТЕНИЕ	456	16	4	
3972	КОНВОЙ	456	12	5	
3973	ДРАКА	456	10	6	
3974	ШАКАЛ	456	10	7	
3975	РИФМА	456	10	8	
3976	МОЛВА	456	10	9	
3977	АРЕСТ	456	10	10	
3978	РЕПУТАЦИЯ	457	18	1	
3979	СОЦИАЛИСТ	457	18	2	
3980	ЭКЗЕКУЦИЯ	457	18	3	
3981	ПАСЬЯНС	457	14	4	
3982	ХАНДРА	457	12	5	
3983	ШАХТЁР	457	12	6	
3984	УСТАВ	457	10	7	
3985	КИВОК	457	10	8	
3986	ИГРА	457	8	9	
3987	КЕКС	457	8	10	
3988	ОДОЛЖЕНИЕ	458	18	1	
3989	ШЛИФОВКА	458	16	2	
3990	СУМАТОХА	458	16	3	
3991	ЖИЛЕТКА	458	14	4	
3992	КИПЯТОК	458	14	5	
3993	СТЕБЕЛЬ	458	14	6	
3994	БУТЫЛКА	458	14	7	
3995	СУСЛИК	458	12	8	
3996	БЛЮДО	458	10	9	
3997	ГЕНЕРАТОР	459	18	1	
3998	ПРОСТУДА	459	16	2	
3999	КРАСОТКА	459	16	3	
4000	СОРИНКА	459	14	4	
4001	ВОЛЧИЦА	459	14	5	
4002	ОСОБНЯК	459	14	6	
4003	ТЫКВА	459	10	7	
4004	БАЗАР	459	10	8	
4005	ПАРИ	459	8	9	
4006	ЖИЛА	459	8	10	
4007	МОДЕРНИЗМ	460	18	1	
4008	ВОДОМЕРКА	460	18	2	
4009	ТУНЕЯДЕЦ	460	16	3	
4010	СТАМЕСКА	460	16	4	
4011	ТОРГОВКА	460	16	5	
4012	ДОЗИМЕТР	460	16	6	
4013	БАЛАНС	460	12	7	
4014	ХРИП	460	8	8	
4015	ЗУБР	460	8	9	
4016	НАЛОЖЕНИЕ	461	18	1	
4017	ОТКРЫТИЕ	461	16	2	
4018	СВЕТОФОР	461	16	3	
4019	РЕЗИНКА	461	14	4	
4020	ЗДАНИЕ	461	12	5	
4021	СУГРОБ	461	12	6	
4022	ТУРИЗМ	461	12	7	
4023	ПАССАЖ	461	12	8	
4024	ЗВУК	461	8	9	
4025	ВЯЗЬ	461	8	10	
4026	ОТСТАВКА	462	16	1	
4027	ТАРЕЛКА	462	14	2	
4028	СИМПТОМ	462	14	3	
4029	ПРИКОРМ	462	14	4	
4030	ВЕРАНДА	462	14	5	
4031	СИНДРОМ	462	14	6	
4032	КАМЗОЛ	462	12	7	
4033	ШАЛУН	462	10	8	
4034	КЕПКА	462	10	9	
4035	ОМУЛЬ	462	10	10	
4036	СТОЙКОСТЬ	463	18	1	
4037	МАРСИАНИН	463	18	2	
4038	ПОЕДИНОК	463	16	3	
4039	КАРАМЕЛЬ	463	16	4	
4040	УСЛОВИЕ	463	14	5	
4041	ПАРЕНЬ	463	12	6	
4042	ФИЛЬТР	463	12	7	
4043	ЗЕВОТА	463	12	8	
4044	БАГОР	463	10	9	
4045	ЗАЛОЖНИЦА	464	18	1	
4046	МИССИОНЕР	464	18	2	
4047	КРЕНДЕЛЬ	464	16	3	
4048	ПРОБИРКА	464	16	4	
4049	ЗАЩЕЛКА	464	14	5	
4050	ВЗБУЧКА	464	14	6	
4051	МАГНИТ	464	12	7	
4052	СУДЬБА	464	12	8	
4053	РАНА	464	8	9	
4054	АСТРОНАВТ	465	18	1	
4055	СТАЛАКТИТ	465	18	2	
4056	МЕХАНИКА	465	16	3	
4057	ВЫБРОС	465	12	4	
4058	ГРОЗДЬ	465	12	5	
4059	СВОЯК	465	10	6	
4060	ЛЕМУР	465	10	7	
4061	СПИЛ	465	8	8	
4062	ГРЕХ	465	8	9	
4063	ТРОН	465	8	10	
4064	КНУТ	465	8	11	
4065	БОЯРЫШНИК	466	18	1	
4066	ГЕНЕРАЦИЯ	466	18	2	
4067	ГОРИЗОНТ	466	16	3	
4068	АНАТОМИЯ	466	16	4	
4069	ТЮЛЬПАН	466	14	5	
4070	СТЫЧКА	466	12	6	
4071	АТАКА	466	10	7	
4072	ВОЯЖ	466	8	8	
4073	ЯЩИК	466	8	9	
4074	АЗОТ	466	8	10	
4075	ВАЛЬКИРИЯ	467	18	1	
4076	БЕЗДОМНЫЙ	467	18	2	
4077	БРОНЕВИК	467	16	3	
4078	ПОДБОРКА	467	16	4	
4079	ХРИПОТА	467	14	5	
4080	ВИТРАЖ	467	12	6	
4081	РУБЛЬ	467	10	7	
4082	ФУГА	467	8	8	
4083	ИЮНЬ	467	8	9	
4084	НИМБ	467	8	10	
4085	РЕШИМОСТЬ	468	18	1	
4086	ОПОЛЧЕНЕЦ	468	18	2	
4087	ЭВАКУАТОР	468	18	3	
4088	ДИРЕКТОР	468	16	4	
4089	ГЕРМЕТИК	468	16	5	
4090	ОБРАЗЕЦ	468	14	6	
4091	ПРИМУС	468	12	7	
4092	УЕЗД	468	8	8	
4093	СОЮЗ	468	8	9	
4094	ИММИГРАНТ	469	18	1	
4095	РАБОТНИК	469	16	2	
4096	ОБЩЕСТВО	469	16	3	
4097	ПРОПАСТЬ	469	16	4	
4098	КОТЛОВАН	469	16	5	
4099	ЧАРОДЕЙ	469	14	6	
4100	КИНЖАЛ	469	12	7	
4101	ЗНАМЯ	469	10	8	
4102	КАСКА	469	10	9	
4103	ПЕРЕПЕЛКА	470	18	1	
4104	ВЛАДЫЧИЦА	470	18	2	
4105	ПОРТФЕЛЬ	470	16	3	
4106	ОЧЕРЕДЬ	470	14	4	
4107	ТЕПЛИЦА	470	14	5	
4108	ФАКТОР	470	12	6	
4109	КЛЕЙМО	470	12	7	
4110	ВИЛЫ	470	8	8	
4111	ДИЕЗ	470	8	9	
4112	КЛЕЩ	470	8	10	
4113	ЛАМИНАРИЯ	471	18	1	
4114	ПОСЛАННИК	471	18	2	
4115	УХУДШЕНИЕ	471	18	3	
4116	МЫЛЬНИЦА	471	16	4	
4117	ЧАХОТКА	471	14	5	
4118	КОРЯГА	471	12	6	
4119	ТОЧИЛО	471	12	7	
4120	НОЖИК	471	10	8	
4121	АГЕНТ	471	10	9	
4122	СТОРОННИК	472	18	1	
4123	ПРЕЗРЕНИЕ	472	18	2	
4124	ОТРАЖЕНИЕ	472	18	3	
4125	СЕРЕДИНА	472	16	4	
4126	ДЗЮДОИСТ	472	16	5	
4127	КЛУМБА	472	12	6	
4128	МОНСТР	472	12	7	
4129	ПУЛЬТ	472	10	8	
4130	МАЗЬ	472	8	9	
4131	РОЖДЕСТВО	473	18	1	
4132	КАСТРЮЛЯ	473	16	2	
4133	СПИРАЛЬ	473	14	3	
4134	ЗЯБЛИК	473	12	4	
4135	МАЙКА	473	10	5	
4136	ЧУТЬЕ	473	10	6	
4137	МОДА	473	8	7	
4138	ИДОЛ	473	8	8	
4139	КОРМ	473	8	9	
4140	ЖНЕЦ	473	8	10	
4141	БУНТ	473	8	11	
4142	МЯСО	473	8	12	
4143	РОТВЕЙЛЕР	474	18	1	
4144	ОДЕКОЛОН	474	16	2	
4145	ТРАНШЕЯ	474	14	3	
4146	НАСАДКА	474	14	4	
4147	МОЧАЛО	474	12	5	
4148	СПЕШКА	474	12	6	
4149	ТЕСАК	474	10	7	
4150	МИНА	474	8	8	
4151	ГОРЕ	474	8	9	
4152	ТЕНЬ	474	8	10	
4153	ЭМИР	474	8	11	
4154	СОПЕРНИЦА	475	18	1	
4155	ШАМПУНЬ	475	14	2	
4156	ВОСТОРГ	475	14	3	
4157	БУЗИНА	475	12	4	
4158	КАМЕНЬ	475	12	5	
4159	СПОСОБ	475	12	6	
4160	СПОРА	475	10	7	
4161	ЗЕБРА	475	10	8	
4162	ШТРИХ	475	10	9	
4163	ФУНТ	475	8	10	
4164	ВОШЬ	475	8	11	
4165	ДИССОНАНС	476	18	1	
4166	АЛГЕБРА	476	14	2	
4167	ТЕРАПИЯ	476	14	3	
4168	КОРСАЖ	476	12	4	
4169	КРУЖОК	476	12	5	
4170	КОМЕТА	476	12	6	
4171	ПОБЕГ	476	10	7	
4172	СКЕЙТ	476	10	8	
4173	КАЗАК	476	10	9	
4174	ВЕХА	476	8	10	
4175	КЛОК	476	8	11	
4176	ПОКАЗАНИЕ	477	18	1	
4177	НАТУРЩИЦА	477	18	2	
4178	СЦЕНАРИЙ	477	16	3	
4179	АСПИРИН	477	14	4	
4180	АПОСТОЛ	477	14	5	
4181	РЕМЕСЛО	477	14	6	
4182	ЛЕДНИК	477	12	7	
4183	ЧЕСНОК	477	12	8	
4184	АФЕРА	477	10	9	
4185	КЕГЕЛЬБАН	478	18	1	
4186	ПОКОРСТВО	478	18	2	
4187	ЖИВОПИСЬ	478	16	3	
4188	МЕРИДИАН	478	16	4	
4189	ЛИНКОР	478	12	5	
4190	ДОБРО	478	10	6	
4191	ПЕВЕЦ	478	10	7	
4192	ОТПОР	478	10	8	
4193	БОГАЧ	478	10	9	
4194	УБОР	478	8	10	
4195	БОЛЬШЕВИК	479	18	1	
4196	НАСТУРЦИЯ	479	18	2	
4197	ГОЛОВЕШКА	479	18	3	
4198	МЕНЕДЖЕР	479	16	4	
4199	БЮРОКРАТ	479	16	5	
4200	ГРАФИНЯ	479	14	6	
4201	НАКИДКА	479	14	7	
4202	ЦИРКУЛЬ	479	14	8	
4203	РАСКЛАДКА	480	18	1	
4204	ДОЖДЕВИК	480	16	2	
4205	ПРИПРАВА	480	16	3	
4206	ПАРИТЕТ	480	14	4	
4207	ТОПЛИВО	480	14	5	
4208	ГРАВИЙ	480	12	6	
4209	ШОУМЕН	480	12	7	
4210	ПОЛКА	480	10	8	
4211	ШПОН	480	8	9	
4212	БЛЕФ	480	8	10	
4213	СТРАТЕГИЯ	481	18	1	
4214	ЗАКАЗЧИЦА	481	18	2	
4215	ВЕРТОЛЕТ	481	16	3	
4216	ШКАТУЛКА	481	16	4	
4217	ИЗРАЗЕЦ	481	14	5	
4218	КАРАПУЗ	481	14	6	
4219	КИЛЬКА	481	12	7	
4220	ДИНАМО	481	12	8	
4221	ПРУТ	481	8	9	
4222	БАРОНЕССА	482	18	1	
4223	БЛАГОДАТЬ	482	18	2	
4224	ХАЛТУРЩИК	482	18	3	
4225	КРАСАВЕЦ	482	16	4	
4226	ПИАНИСТ	482	14	5	
4227	МАДОННА	482	14	6	
4228	ГОРМОН	482	12	7	
4229	БУКВА	482	10	8	
4230	ЛОСК	482	8	9	
4231	ПОДПИСЧИК	483	18	1	
4232	СУЩНОСТЬ	483	16	2	
4233	ПОЛУЧКА	483	14	3	
4234	ИСТОРИЯ	483	14	4	
4235	ЗОДЧИЙ	483	12	5	
4236	ПЫШКА	483	10	6	
4237	ЗАКАТ	483	10	7	
4238	ПЕТУХ	483	10	8	
4239	ОКОП	483	8	9	
4240	ДИЧЬ	483	8	10	
4241	ПОРА	483	8	11	
4242	РОСОМАХА	484	16	1	
4243	СОВЕТНИК	484	16	2	
4244	ТРАМПЛИН	484	16	3	
4245	ДРАКОН	484	12	4	
4246	ТАМБУР	484	12	5	
4247	ЛЮСТРА	484	12	6	
4248	РЫЧАГ	484	10	7	
4249	АВЕНЮ	484	10	8	
4250	ДЫНЯ	484	8	9	
4251	ЛОЖЕ	484	8	10	
4252	ПРАХ	484	8	11	
4253	ПОХУДЕНИЕ	485	18	1	
4254	НЕДОВЕРИЕ	485	18	2	
4255	МАГНОЛИЯ	485	16	3	
4256	ГЕОЛОГИЯ	485	16	4	
4257	ТРАВЛЯ	485	12	5	
4258	НАТУРА	485	12	6	
4259	КАТОД	485	10	7	
4260	ЛАССО	485	10	8	
4261	ЗЯТЬ	485	8	9	
4262	ФАКС	485	8	10	
4263	ГЛУХОМАНЬ	486	18	1	
4264	УКРАИНЕЦ	486	16	2	
4265	СТРАНИЦА	486	16	3	
4266	КЛУБНИКА	486	16	4	
4267	ПРАКТИКА	486	16	5	
4268	НАЛАДКА	486	14	6	
4269	ШНУРОК	486	12	7	
4270	РЕЦЕПТ	486	12	8	
4271	НЕУЧ	486	8	9	
4272	ПАДЧЕРИЦА	487	18	1	
4273	СЛАБОСТЬ	487	16	2	
4274	ШВЕЙЦАР	487	14	3	
4275	ЧИСТЮЛЯ	487	14	4	
4276	КУЗНИЦА	487	14	5	
4277	СТАНЦИЯ	487	14	6	
4278	ЖУЛИК	487	10	7	
4279	КРЫСА	487	10	8	
4280	ТРУСЫ	487	10	9	
4281	КИПА	487	8	10	
4282	КОЩУНСТВО	488	18	1	
4283	ОСТАНОВКА	488	18	2	
4284	ШАРЛАТАН	488	16	3	
4285	ПРОСТЫНЯ	488	16	4	
4286	ФОНАРЬ	488	12	5	
4287	РАЗРЫВ	488	12	6	
4288	ГЕЛИЙ	488	10	7	
4289	УЩЕРБ	488	10	8	
4290	ПУТЬ	488	8	9	
4291	МОСТ	488	8	10	
4292	РАДИКУЛИТ	489	18	1	
4293	КОМПАНИЯ	489	16	2	
4294	СБОРИЩЕ	489	14	3	
4295	ПРЫЖОК	489	12	4	
4296	ПИОНЕР	489	12	5	
4297	МУРЕНА	489	12	6	
4298	ТУРНИК	489	12	7	
4299	ЛОГИСТ	489	12	8	
4300	НАЛЁТ	489	10	9	
4301	ГЛУШЬ	489	10	10	
4302	ШТАМПОВКА	490	18	1	
4303	СТИЛИСТКА	490	18	2	
4304	ПАДЕНИЕ	490	14	3	
4305	ЦЕПОЧКА	490	14	4	
4306	КРЕКЕР	490	12	5	
4307	ПРОЕЗД	490	12	6	
4308	ШИРМА	490	10	7	
4309	КОНЮХ	490	10	8	
4310	ТАХТА	490	10	9	
4311	ДЫРКА	490	10	10	
4312	ФИНАНСИСТ	491	18	1	
4313	МАНСАРДА	491	16	2	
4314	СТАРОСТЬ	491	16	3	
4315	ЛЮБОВНИК	491	16	4	
4316	ПРИМОЧКА	491	16	5	
4317	БЕЗУМЕЦ	491	14	6	
4318	ПРОЛИВ	491	12	7	
4319	ХАЛВА	491	10	8	
4320	НИТКА	491	10	9	
4321	КАТЕГОРИЯ	492	18	1	
4322	РАСЧЁСКА	492	16	2	
4323	ПАПРИКА	492	14	3	
4324	ПЛОТНИК	492	14	4	
4325	ЗАДАНИЕ	492	14	5	
4326	ПЛАНЕТА	492	14	6	
4327	МОЗОЛЬ	492	12	7	
4328	ТЕЗИС	492	10	8	
4329	ЛАВА	492	8	9	
4330	ДЖАЗ	492	8	10	
4331	УТОЧНЕНИЕ	493	18	1	
4332	СЛУШАТЕЛЬ	493	18	2	
4333	БАРАНКА	493	14	3	
4334	ОТМЫВКА	493	14	4	
4335	СТОРОЖ	493	12	5	
4336	КОКОН	493	10	6	
4337	КАЙМА	493	10	7	
4338	ПРЫЩ	493	8	8	
4339	УТЮГ	493	8	9	
4340	СИТО	493	8	10	
4341	ПЛЮС	493	8	11	
4342	УСКОРЕНИЕ	494	18	1	
4343	НЕДОРОСЛЬ	494	18	2	
4344	СКАЛОЛАЗ	494	16	3	
4345	ЧЕХАРДА	494	14	4	
4346	ЦЕНЗУРА	494	14	5	
4347	ВЕСТЕРН	494	14	6	
